Lookup ID,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges
8-10015930,"",0,0,0,"",0,"",0,"",0
8-10015931,8-10001953,0,0,0,"",0,"",0,"",0
8-10015933,8-10001954,0,0,0,"",0,"",0,"",0
8-10015934,8-10001954,0,0,0,"",0,"",0,"",0
8-10015936,8-10001955,0,0,0,"",0,"",0,"",0
8-10015938,8-10002192,0,0,0,"",0,"",0,"",0
8-10015939,"",0,0,0,"",0,"",0,"",0
8-10015940,"",0,0,0,"",0,"",0,"",0
8-10015941,"",0,0,0,"",0,"",0,"",0
8-10015942,"",0,0,0,"",0,"",0,"",0
8-10015943,"",0,0,0,"",0,"",0,"",0
8-10015944,"",0,0,0,"",0,"",0,"",0
8-10015945,"",0,0,0,"",0,"",0,"",0
8-10015946,"",0,0,0,"",0,"",0,"",0
8-10015947,"",0,0,0,"",0,"",0,"",0
8-10015948,"",0,0,0,"",0,"",0,"",0
8-10015949,"",0,0,0,"",0,"",0,"",0
8-10015950,"",0,0,0,"",0,"",0,"",0
8-10015951,"",0,0,0,"",0,"",0,"",0
8-10015952,"",0,0,0,"",0,"",0,"",0
8-10015953,"",0,0,0,"",0,"",0,"",0
8-10015954,"",0,0,0,"",0,"",0,"",0
8-10015955,"",0,0,0,"",0,"",0,"",0
8-10015956,"",0,0,0,"",0,"",0,"",0
8-10015957,"",0,0,0,"",0,"",0,"",0
8-10015958,"",0,0,0,"",0,"",0,"",0
8-10015959,"",0,0,0,"",0,"",0,"",0
8-10015961,"",0,0,0,"",0,"",0,"",0
8-10015962,"",0,0,0,"",0,"",0,"",0
8-10015963,"",0,0,0,"",0,"",0,"",0
8-10015964,"",0,0,0,"",0,"",0,"",0
8-10015965,"",0,0,0,"",0,"",0,"",0
8-10015966,"",0,0,0,"",0,"",0,"",0
8-10015967,"",0,0,0,"",0,"",0,"",0
8-10015968,8-10001956,0,0,0,"",0,"",0,"",0
8-10015969,"",0,0,0,"",0,"",0,"",0
8-10015970,"",0,0,0,"",0,"",0,"",0
8-10015971,"",0,0,0,"",0,"",0,"",0
8-10015972,"",0,0,0,"",0,"",0,"",0
8-10015973,"",0,0,0,"",0,"",0,"",0
8-10015974,"",0,0,0,"",0,"",0,"",0
8-10015975,"",0,0,0,"",0,"",0,"",0
8-10015976,"",0,0,0,"",0,"",0,"",0
8-10015977,"",0,0,0,"",0,"",0,"",0
8-10015978,"",0,0,0,"",0,"",0,"",0
8-10015979,"",0,0,0,"",0,"",0,"",0
8-10015980,"",0,0,0,"",0,"",0,"",0
8-10015981,"",0,0,0,"",0,"",0,"",0
8-10015982,"",0,0,0,"",0,"",0,"",0
8-10015983,"",0,0,0,"",0,"",0,"",0
8-10015984,8-10001956,0,0,0,"",0,"",0,"",0
8-10015986,8-10001957,0,0,0,"",0,"",0,"",0
8-10015988,"",0,0,0,"",0,"",0,"",0
8-10015989,"",0,0,0,"",0,"",0,"",0
8-10015990,"",0,0,0,"",0,"",0,"",0
8-10015991,"",0,0,0,"",0,"",0,"",0
8-10015992,"",0,0,0,"",0,"",0,"",0
8-10015993,"",0,0,0,"",0,"",0,"",0
8-10015994,"",0,0,0,"",0,"",0,"",0
8-10015995,"",0,0,0,"",0,"",0,"",0
8-10015997,"",0,0,0,"",0,"",0,"",0
8-10015998,"",0,0,0,"",0,"",0,"",0
8-10015999,"",0,0,0,"",0,"",0,"",0
8-10016000,"",0,0,0,"",0,"",0,"",0
8-10016001,"",0,0,0,"",0,"",0,"",0
8-10016002,"",0,0,0,"",0,"",0,"",0
8-10016003,"",0,0,0,"",0,"",0,"",0
8-10016004,"",0,0,0,"",0,"",0,"",0
8-10016005,"",0,0,0,"",0,"",0,"",0
8-10016006,"",0,0,0,"",0,"",0,"",0
8-10016007,"",0,0,0,"",0,"",0,"",0
8-10016008,"",0,0,0,"",0,"",0,"",0
8-10016009,"",0,0,0,"",0,"",0,"",0
8-10016010,"",0,0,0,"",0,"",0,"",0
8-10016011,"",0,0,0,"",0,"",0,"",0
8-10016012,"",0,0,0,"",0,"",0,"",0
8-10016013,"",0,0,0,"",0,"",0,"",0
8-10016014,"",0,0,0,"",0,"",0,"",0
8-10016015,8-10001995,0,0,0,"",0,"",0,"",0
8-10016016,"",0,0,0,"",0,"",0,"",0
8-10016017,"",0,0,0,"",0,"",0,"",0
8-10016019,"",0,0,0,"",0,"",0,"",0
8-10016020,"",0,0,0,"",0,"",0,"",0
8-10016022,"",0,0,0,"",0,"",0,"",0
8-10016023,"",0,0,0,"",0,"",0,"",0
8-10016024,"",0,0,0,"",0,"",0,"",0
8-10016025,"",0,0,0,"",0,"",0,"",0
8-10016026,"",0,0,0,"",0,"",0,"",0
8-10016027,"",0,0,0,"",0,"",0,"",0
8-10016028,"",0,0,0,"",0,"",0,"",0
8-10016029,"",0,0,0,"",0,"",0,"",0
8-10016030,8-10001958,0,0,0,"",0,"",0,"",0
8-10016031,8-10001958,0,0,0,"",0,"",0,"",0
8-10016033,8-10001958,0,0,0,"",0,"",0,"",0
8-10016034,8-10001958,0,0,0,"",0,"",0,"",0
8-10016036,"",0,0,0,"",0,"",0,"",0
8-10016037,8-10000179,0,0,0,"",0,"",0,"",0
8-10016039,"",0,0,0,"",0,"",0,"",0
8-10016040,"",0,0,0,"",0,"",0,"",0
8-10016041,"",0,0,0,"",0,"",0,"",0
8-10016042,"",0,0,0,"",0,"",0,"",0
8-10016043,"",0,0,0,"",0,"",0,"",0
8-10016044,"",0,0,0,"",0,"",0,"",0
8-10016045,"",0,0,0,"",0,"",0,"",0
8-10016046,"",0,0,0,"",0,"",0,"",0
8-10016047,"",0,0,0,"",0,"",0,"",0
8-10016049,"",0,0,0,"",0,"",0,"",0
8-10016050,"",0,0,0,"",0,"",0,"",0
8-10016051,"",0,0,0,"",0,"",0,"",0
8-10016053,"",0,0,0,"",0,"",0,"",0
8-10016054,8-10001959,0,0,0,"",0,"",0,"",0
8-10016055,8-10001959,0,0,0,"",0,"",0,"",0
8-10016057,"",0,0,0,"",0,"",0,"",0
8-10016058,"",0,0,0,"",0,"",0,"",0
8-10016059,"",0,0,0,"",0,"",0,"",0
8-10016061,"",0,0,0,"",0,"",0,"",0
8-10016062,"",0,0,0,"",0,"",0,"",0
8-10016063,"",0,0,0,"",0,"",0,"",0
8-10016065,"",0,0,0,"",0,"",0,"",0
8-10016066,"",0,0,0,"",0,"",0,"",0
8-10016067,"",0,0,0,"",0,"",0,"",0
8-10016068,"",0,0,0,"",0,"",0,"",0
8-10016069,"",0,0,0,"",0,"",0,"",0
8-10016070,"",0,0,0,"",0,"",0,"",0
8-10016071,"",0,0,0,"",0,"",0,"",0
8-10016072,"",0,0,0,"",0,"",0,"",0
8-10016073,"",0,0,0,"",0,"",0,"",0
8-10016075,"",0,0,0,"",0,"",0,"",0
8-10016076,"",0,0,0,"",0,"",0,"",0
8-10016077,"",0,0,0,"",0,"",0,"",0
8-10016078,8-10001960,0,0,0,"",0,"",0,"",0
8-10016079,8-10001960,0,0,0,"",0,"",0,"",0
8-10016081,8-10001961,0,0,0,"",0,"",0,"",0
8-10016082,8-10001961,0,0,0,"",0,"",0,"",0
8-10016084,"",0,0,0,"",0,"",0,"",0
8-10016085,"",0,0,0,"",0,"",0,"",0
8-10016086,"",0,0,0,"",0,"",0,"",0
8-10016087,"",0,0,0,"",0,"",0,"",0
8-10016088,"",0,0,0,"",0,"",0,"",0
8-10016089,"",0,0,0,"",0,"",0,"",0
8-10016091,"",0,0,0,"",0,"",0,"",0
8-10016092,"",0,0,0,"",0,"",0,"",0
8-10016093,"",0,0,0,"",0,"",0,"",0
8-10016094,"",0,0,0,"",0,"",0,"",0
8-10016095,"",0,0,0,"",0,"",0,"",0
8-10016096,"",0,0,0,"",0,"",0,"",0
8-10016097,"",0,0,0,"",0,"",0,"",0
8-10016098,"",0,0,0,"",0,"",0,"",0
8-10016099,"",0,0,0,"",0,"",0,"",0
8-10016100,"",0,0,0,"",0,"",0,"",0
8-10016101,"",0,0,0,"",0,"",0,"",0
8-10016102,"",0,0,0,"",0,"",0,"",0
8-10016103,"",0,0,0,"",0,"",0,"",0
8-10016104,"",0,0,0,"",0,"",0,"",0
8-10016105,"",0,0,0,"",0,"",0,"",0
8-10016106,"",0,0,0,"",0,"",0,"",0
8-10016107,"",0,0,0,"",0,"",0,"",0
8-10016108,"",0,0,0,"",0,"",0,"",0
8-10016109,"",0,0,0,"",0,"",0,"",0
8-10016110,"",0,0,0,"",0,"",0,"",0
8-10016111,8-10002374,0,0,0,"",0,"",0,"",0
8-10016112,"",0,0,0,"",0,"",0,"",0
8-10016113,"",0,0,0,"",0,"",0,"",0
8-10016114,8-10001977,0,0,0,"",0,"",0,"",0
8-10016115,"",0,0,0,"",0,"",0,"",0
8-10016116,"",0,0,0,"",0,"",0,"",0
8-10016117,"",0,0,0,"",0,"",0,"",0
8-10016118,8-10001963,0,0,0,"",0,"",0,"",0
8-10016119,8-10001963,0,0,0,"",0,"",0,"",0
8-10016120,"",0,0,0,"",0,"",0,"",0
8-10016121,"",0,0,0,"",0,"",0,"",0
8-10016122,"",0,0,0,"",0,"",0,"",0
8-10016123,"",0,0,0,"",0,"",0,"",0
8-10016124,"",0,0,0,"",0,"",0,"",0
8-10016125,8-10001964,0,0,0,"",0,"",0,"",0
8-10016126,"",0,0,0,"",0,"",0,"",0
8-10016127,"",0,0,0,"",0,"",0,"",0
8-10016128,"",0,0,0,"",0,"",0,"",0
8-10016129,"",0,0,0,"",0,"",0,"",0
8-10016131,"",0,0,0,"",0,"",0,"",0
8-10016132,"",0,0,0,"",0,"",0,"",0
8-10016133,8-10001965,0,0,0,"",0,"",0,"",0
8-10016134,"",0,0,0,"",0,"",0,"",0
8-10016135,"",0,0,0,"",0,"",0,"",0
8-10016136,"",0,0,0,"",0,"",0,"",0
8-10016137,"",0,0,0,"",0,"",0,"",0
8-10016138,"",0,0,0,"",0,"",0,"",0
8-10016139,"",0,0,0,"",0,"",0,"",0
8-10016140,"",0,0,0,"",0,"",0,"",0
8-10016141,"",0,0,0,"",0,"",0,"",0
8-10016142,"",0,0,0,"",0,"",0,"",0
8-10016143,"",0,0,0,"",0,"",0,"",0
8-10016144,"",0,0,0,"",0,"",0,"",0
8-10016145,"",0,0,0,"",0,"",0,"",0
8-10016146,"",0,0,0,"",0,"",0,"",0
8-10016147,"",0,0,0,"",0,"",0,"",0
8-10016148,8-10002637,0,0,0,"",0,"",0,"",0
8-10016149,"",0,0,0,"",0,"",0,"",0
8-10016150,"",0,0,0,"",0,"",0,"",0
8-10016151,"",0,0,0,"",0,"",0,"",0
8-10016152,"",0,0,0,"",0,"",0,"",0
8-10016153,"",0,0,0,"",0,"",0,"",0
8-10016154,8-10002207,0,0,0,"",0,"",0,"",0
8-10016155,8-10002207,0,0,0,"",0,"",0,"",0
8-10016156,"",0,0,0,"",0,"",0,"",0
8-10016157,"",0,0,0,"",0,"",0,"",0
8-10016158,"",0,0,0,"",0,"",0,"",0
8-10016159,"",0,0,0,"",0,"",0,"",0
8-10016160,"",0,0,0,"",0,"",0,"",0
8-10016161,8-10001965,0,0,0,"",0,"",0,"",0
8-10016163,"",0,0,0,"",0,"",0,"",0
8-10016164,"",0,0,0,"",0,"",0,"",0
8-10016165,"",0,0,0,"",0,"",0,"",0
8-10016166,"",0,0,0,"",0,"",0,"",0
8-10016167,"",0,0,0,"",0,"",0,"",0
8-10016168,"",0,0,0,"",0,"",0,"",0
8-10016169,"",0,0,0,"",0,"",0,"",0
8-10016170,"",0,0,0,"",0,"",0,"",0
8-10016171,"",0,0,0,"",0,"",0,"",0
8-10016172,"",0,0,0,"",0,"",0,"",0
8-10016173,"",0,0,0,"",0,"",0,"",0
8-10016174,"",0,0,0,"",0,"",0,"",0
8-10016175,"",0,0,0,"",0,"",0,"",0
8-10016176,"",0,0,0,"",0,"",0,"",0
8-10016177,"",0,0,0,"",0,"",0,"",0
8-10016178,"",0,0,0,"",0,"",0,"",0
8-10016179,"",0,0,0,"",0,"",0,"",0
8-10016180,"",0,0,0,"",0,"",0,"",0
8-10016181,"",0,0,0,"",0,"",0,"",0
8-10016182,"",0,0,0,"",0,"",0,"",0
8-10016183,"",0,0,0,"",0,"",0,"",0
8-10016184,8-10002006,0,0,0,"",0,"",0,"",0
8-10016185,"",0,0,0,"",0,"",0,"",0
8-10016186,"",0,0,0,"",0,"",0,"",0
8-10016187,"",0,0,0,"",0,"",0,"",0
8-10016188,"",0,0,0,"",0,"",0,"",0
8-10016189,"",0,0,0,"",0,"",0,"",0
8-10016190,"",0,0,0,"",0,"",0,"",0
8-10016191,"",0,0,0,"",0,"",0,"",0
8-10016192,"",0,0,0,"",0,"",0,"",0
8-10016193,"",0,0,0,"",0,"",0,"",0
8-10016194,"",0,0,0,"",0,"",0,"",0
8-10016195,"",0,0,0,"",0,"",0,"",0
8-10016196,"",0,0,0,"",0,"",0,"",0
8-10016197,"",0,0,0,"",0,"",0,"",0
8-10016198,"",0,0,0,"",0,"",0,"",0
8-10016199,"",0,0,0,"",0,"",0,"",0
8-10016200,"",0,0,0,"",0,"",0,"",0
8-10016201,"",0,0,0,"",0,"",0,"",0
8-10016202,"",0,0,0,"",0,"",0,"",0
8-10016203,"",0,0,0,"",0,"",0,"",0
8-10016204,8-10001966,0,0,0,"",0,"",0,"",0
8-10016205,8-10001967,0,0,0,"",0,"",0,"",0
8-10016206,"",0,0,0,"",0,"",0,"",0
8-10016207,8-10001966,0,0,0,"",0,"",0,"",0
8-10016209,"",0,0,0,"",0,"",0,"",0
8-10016210,"",0,0,0,"",0,"",0,"",0
8-10016211,8-10001967,0,0,0,"",0,"",0,"",0
8-10016213,"",0,0,0,"",0,"",0,"",0
8-10016214,"",0,0,0,"",0,"",0,"",0
8-10016215,"",0,0,0,"",0,"",0,"",0
8-10016216,"",0,0,0,"",0,"",0,"",0
8-10016217,"",0,0,0,"",0,"",0,"",0
8-10016218,"",0,0,0,"",0,"",0,"",0
8-10016219,"",0,0,0,"",0,"",0,"",0
8-10016220,"",0,0,0,"",0,"",0,"",0
8-10016221,"",0,0,0,"",0,"",0,"",0
8-10016222,"",0,0,0,"",0,"",0,"",0
8-10016224,"",0,0,0,"",0,"",0,"",0
8-10016226,"",0,0,0,"",0,"",0,"",0
8-10016227,"",0,0,0,"",0,"",0,"",0
8-10016228,"",0,0,0,"",0,"",0,"",0
8-10016229,"",0,0,0,"",0,"",0,"",0
8-10016230,"",0,0,0,"",0,"",0,"",0
8-10016233,"",0,0,0,"",0,"",0,"",0
8-10016234,"",0,0,0,"",0,"",0,"",0
8-10016235,"",0,0,0,"",0,"",0,"",0
8-10016236,"",0,0,0,"",0,"",0,"",0
8-10016237,"",0,0,0,"",0,"",0,"",0
8-10016238,"",0,0,0,"",0,"",0,"",0
8-10016239,"",0,0,0,"",0,"",0,"",0
8-10016240,"",0,0,0,"",0,"",0,"",0
8-10016241,"",0,0,0,"",0,"",0,"",0
8-10016242,"",0,0,0,"",0,"",0,"",0
8-10016243,8-10001970,0,0,0,"",0,"",0,"",0
8-10016244,"",0,0,0,"",0,"",0,"",0
8-10016245,"",0,0,0,"",0,"",0,"",0
8-10016246,"",0,0,0,"",0,"",0,"",0
8-10016249,"",0,0,0,"",0,"",0,"",0
8-10016250,"",0,0,0,"",0,"",0,"",0
8-10016251,"",0,0,0,"",0,"",0,"",0
8-10016252,"",0,0,0,"",0,"",0,"",0
8-10016253,8-10001969,0,0,0,"",0,"",0,"",0
8-10016254,"",0,0,0,"",0,"",0,"",0
8-10016255,"",0,0,0,"",0,"",0,"",0
8-10016256,8-10001969,0,0,0,"",0,"",0,"",0
8-10016258,8-10001970,0,0,0,"",0,"",0,"",0
8-10016262,"",0,0,0,"",0,"",0,"",0
8-10016263,"",0,0,0,"",0,"",0,"",0
8-10016264,"",0,0,0,"",0,"",0,"",0
8-10016267,"",0,0,0,"",0,"",0,"",0
8-10016268,"",0,0,0,"",0,"",0,"",0
8-10016269,"",0,0,0,"",0,"",0,"",0
8-10016270,"",0,0,0,"",0,"",0,"",0
8-10016271,"",0,0,0,"",0,"",0,"",0
8-10016272,"",0,0,0,"",0,"",0,"",0
8-10016273,"",0,0,0,"",0,"",0,"",0
8-10016274,"",0,0,0,"",0,"",0,"",0
8-10016275,"",0,0,0,"",0,"",0,"",0
8-10016276,"",0,0,0,"",0,"",0,"",0
8-10016277,"",0,0,0,"",0,"",0,"",0
8-10016278,"",0,0,0,"",0,"",0,"",0
8-10016279,"",0,0,0,"",0,"",0,"",0
8-10016280,"",0,0,0,"",0,"",0,"",0
8-10016281,"",0,0,0,"",0,"",0,"",0
8-10016282,"",0,0,0,"",0,"",0,"",0
8-10016283,"",0,0,0,"",0,"",0,"",0
8-10016284,"",0,0,0,"",0,"",0,"",0
8-10016285,"",0,0,0,"",0,"",0,"",0
8-10016286,"",0,0,0,"",0,"",0,"",0
8-10016287,"",0,0,0,"",0,"",0,"",0
8-10016288,"",0,0,0,"",0,"",0,"",0
8-10016289,"",0,0,0,"",0,"",0,"",0
8-10016290,"",0,0,0,"",0,"",0,"",0
8-10016291,"",0,0,0,"",0,"",0,"",0
8-10016292,"",0,0,0,"",0,"",0,"",0
8-10016293,"",0,0,0,"",0,"",0,"",0
8-10016294,8-10001971,0,0,0,"",0,"",0,"",0
8-10016295,8-10001971,0,0,0,"",0,"",0,"",0
8-10016297,8-10002011,0,0,0,"",0,"",0,"",0
8-10016298,8-10002011,0,0,0,"",0,"",0,"",0
8-10016300,"",0,0,0,"",0,"",0,"",0
8-10016301,"",0,0,0,"",0,"",0,"",0
8-10016302,"",0,0,0,"",0,"",0,"",0
8-10016303,8-10001974,0,0,0,"",0,"",0,"",0
8-10016304,"",0,0,0,"",0,"",0,"",0
8-10016305,"",0,0,0,"",0,"",0,"",0
8-10016306,"",0,0,0,"",0,"",0,"",0
8-10016307,"",0,0,0,"",0,"",0,"",0
8-10016309,"",0,0,0,"",0,"",0,"",0
8-10016310,"",0,0,0,"",0,"",0,"",0
8-10016311,"",0,0,0,"",0,"",0,"",0
8-10016312,"",0,0,0,"",0,"",0,"",0
8-10016313,"",0,0,0,"",0,"",0,"",0
8-10016314,"",0,0,0,"",0,"",0,"",0
8-10016315,"",0,0,0,"",0,"",0,"",0
8-10016316,"",0,0,0,"",0,"",0,"",0
8-10016317,"",0,0,0,"",0,"",0,"",0
8-10016318,"",0,0,0,"",0,"",0,"",0
8-10016319,"",0,0,0,"",0,"",0,"",0
8-10016320,"",0,0,0,"",0,"",0,"",0
8-10016322,"",0,0,0,"",0,"",0,"",0
8-10016323,"",0,0,0,"",0,"",0,"",0
8-10016324,"",0,0,0,"",0,"",0,"",0
8-10016325,"",0,0,0,"",0,"",0,"",0
8-10016326,"",0,0,0,"",0,"",0,"",0
8-10016327,"",0,0,0,"",0,"",0,"",0
8-10016328,"",0,0,0,"",0,"",0,"",0
8-10016329,"",0,0,0,"",0,"",0,"",0
8-10016331,"",0,0,0,"",0,"",0,"",0
8-10016332,"",0,0,0,"",0,"",0,"",0
8-10016333,"",0,0,0,"",0,"",0,"",0
8-10016334,"",0,0,0,"",0,"",0,"",0
8-10016335,"",0,0,0,"",0,"",0,"",0
8-10016336,"",0,0,0,"",0,"",0,"",0
8-10016337,"",0,0,0,"",0,"",0,"",0
8-10016338,"",0,0,0,"",0,"",0,"",0
8-10016339,"",0,0,0,"",0,"",0,"",0
8-10016340,"",0,0,0,"",0,"",0,"",0
8-10016341,8-10001972,0,0,0,"",0,"",0,"",0
8-10016342,8-10001972,0,0,0,"",0,"",0,"",0
8-10016343,"",0,0,0,"",0,"",0,"",0
8-10016344,"",0,0,0,"",0,"",0,"",0
8-10016345,"",0,0,0,"",0,"",0,"",0
8-10016346,"",0,0,0,"",0,"",0,"",0
8-10016347,"",0,0,0,"",0,"",0,"",0
8-10016348,"",0,0,0,"",0,"",0,"",0
8-10016349,8-10001975,0,0,0,"",0,"",0,"",0
8-10016350,"",0,0,0,"",0,"",0,"",0
8-10016351,8-10001973,0,0,0,"",0,"",0,"",0
8-10016353,8-10001974,0,0,0,"",0,"",0,"",0
8-10016355,8-10001980,0,0,0,"",0,"",0,"",0
8-10016356,8-10001980,0,0,0,"",0,"",0,"",0
8-10016359,8-10001980,0,0,0,"",0,"",0,"",0
8-10016360,8-10001975,0,0,0,"",0,"",0,"",0
8-10016362,8-10001976,0,0,0,"",0,"",0,"",0
8-10016363,8-10001976,0,0,0,"",0,"",0,"",0
8-10016365,"",0,0,0,"",0,"",0,"",0
8-10016366,"",0,0,0,"",0,"",0,"",0
8-10016367,"",0,0,0,"",0,"",0,"",0
8-10016368,"",0,0,0,"",0,"",0,"",0
8-10016369,"",0,0,0,"",0,"",0,"",0
8-10016371,"",0,0,0,"",0,"",0,"",0
8-10016372,"",0,0,0,"",0,"",0,"",0
8-10016373,"",0,0,0,"",0,"",0,"",0
8-10016374,8-10001978,0,0,0,"",0,"",0,"",0
8-10016375,"",0,0,0,"",0,"",0,"",0
8-10016376,"",0,0,0,"",0,"",0,"",0
8-10016377,"",0,0,0,"",0,"",0,"",0
8-10016378,"",0,0,0,"",0,"",0,"",0
8-10016379,"",0,0,0,"",0,"",0,"",0
8-10016380,"",0,0,0,"",0,"",0,"",0
8-10016381,"",0,0,0,"",0,"",0,"",0
8-10016382,8-10001977,0,0,0,"",0,"",0,"",0
8-10016384,8-10001993,0,0,0,"",0,"",0,"",0
8-10016386,"",0,0,0,"",0,"",0,"",0
8-10016387,"",0,0,0,"",0,"",0,"",0
8-10016388,"",0,0,0,"",0,"",0,"",0
8-10016389,"",0,0,0,"",0,"",0,"",0
8-10016390,"",0,0,0,"",0,"",0,"",0
8-10016391,"",0,0,0,"",0,"",0,"",0
8-10016392,"",0,0,0,"",0,"",0,"",0
8-10016393,8-10001979,0,0,0,"",0,"",0,"",0
8-10016394,"",0,0,0,"",0,"",0,"",0
8-10016395,"",0,0,0,"",0,"",0,"",0
8-10016396,8-10002996,0,0,0,"",0,"",0,"",0
8-10016397,8-10001978,0,0,0,"",0,"",0,"",0
8-10016399,"",0,0,0,"",0,"",0,"",0
8-10016400,"",0,0,0,"",0,"",0,"",0
8-10016401,8-10001979,0,0,0,"",0,"",0,"",0
8-10016404,"",0,0,0,"",0,"",0,"",0
8-10016405,"",0,0,0,"",0,"",0,"",0
8-10016407,"",0,0,0,"",0,"",0,"",0
8-10016408,"",0,0,0,"",0,"",0,"",0
8-10016409,"",0,0,0,"",0,"",0,"",0
8-10016410,"",0,0,0,"",0,"",0,"",0
8-10016411,"",0,0,0,"",0,"",0,"",0
8-10016413,"",0,0,0,"",0,"",0,"",0
8-10016414,"",0,0,0,"",0,"",0,"",0
8-10016415,8-10001981,0,0,0,"",0,"",0,"",0
8-10016416,8-10001981,0,0,0,"",0,"",0,"",0
8-10016418,8-10001982,0,0,0,"",0,"",0,"",0
8-10016420,8-10001983,0,0,0,"",0,"",0,"",0
8-10016421,8-10001983,0,0,0,"",0,"",0,"",0
8-10016423,"",0,0,0,"",0,"",0,"",0
8-10016424,"",0,0,0,"",0,"",0,"",0
8-10016425,"",0,0,0,"",0,"",0,"",0
8-10016426,"",0,0,0,"",0,"",0,"",0
8-10016427,"",0,0,0,"",0,"",0,"",0
8-10016428,"",0,0,0,"",0,"",0,"",0
8-10016429,"",0,0,0,"",0,"",0,"",0
8-10016430,8-10001985,0,0,0,"",0,"",0,"",0
8-10016431,"",0,0,0,"",0,"",0,"",0
8-10016432,"",0,0,0,"",0,"",0,"",0
8-10016433,8-10001986,0,0,0,"",0,"",0,"",0
8-10016434,8-10001986,0,0,0,"",0,"",0,"",0
8-10016438,"",0,0,0,"",0,"",0,"",0
8-10016439,"",0,0,0,"",0,"",0,"",0
8-10016440,"",0,0,0,"",0,"",0,"",0
8-10016441,"",0,0,0,"",0,"",0,"",0
8-10016442,"",0,0,0,"",0,"",0,"",0
8-10016443,"",0,0,0,"",0,"",0,"",0
8-10016444,"",0,0,0,"",0,"",0,"",0
8-10016445,"",0,0,0,"",0,"",0,"",0
8-10016446,8-10001987,0,0,0,"",0,"",0,"",0
8-10016447,"",0,0,0,"",0,"",0,"",0
8-10016448,"",0,0,0,"",0,"",0,"",0
8-10016449,"",0,0,0,"",0,"",0,"",0
8-10016450,"",0,0,0,"",0,"",0,"",0
8-10016451,"",0,0,0,"",0,"",0,"",0
8-10016452,8-10002329,0,0,0,"",0,"",0,"",0
8-10016453,"",0,0,0,"",0,"",0,"",0
8-10016454,"",0,0,0,"",0,"",0,"",0
8-10016455,"",0,0,0,"",0,"",0,"",0
8-10016456,"",0,0,0,"",0,"",0,"",0
8-10016457,"",0,0,0,"",0,"",0,"",0
8-10016458,8-10001984,0,0,0,"",0,"",0,"",0
8-10016459,"",0,0,0,"",0,"",0,"",0
8-10016460,"",0,0,0,"",0,"",0,"",0
8-10016461,"",0,0,0,"",0,"",0,"",0
8-10016462,8-10001984,0,0,0,"",0,"",0,"",0
8-10016464,8-10001987,0,0,0,"",0,"",0,"",0
8-10016466,"",0,0,0,"",0,"",0,"",0
8-10016467,"",0,0,0,"",0,"",0,"",0
8-10016468,8-10001988,0,0,0,"",0,"",0,"",0
8-10016469,"",0,0,0,"",0,"",0,"",0
8-10016470,"",0,0,0,"",0,"",0,"",0
8-10016472,"",0,0,0,"",0,"",0,"",0
8-10016474,"",0,0,0,"",0,"",0,"",0
8-10016475,"",0,0,0,"",0,"",0,"",0
8-10016476,"",0,0,0,"",0,"",0,"",0
8-10016477,8-10002191,0,0,0,"",0,"",0,"",0
8-10016478,"",0,0,0,"",0,"",0,"",0
8-10016479,"",0,0,0,"",0,"",0,"",0
8-10016480,"",0,0,0,"",0,"",0,"",0
8-10016481,"",0,0,0,"",0,"",0,"",0
8-10016482,"",0,0,0,"",0,"",0,"",0
8-10016483,"",0,0,0,"",0,"",0,"",0
8-10016484,"",0,0,0,"",0,"",0,"",0
8-10016485,"",0,0,0,"",0,"",0,"",0
8-10016486,"",0,0,0,"",0,"",0,"",0
8-10016487,"",0,0,0,"",0,"",0,"",0
8-10016488,8-10001988,0,0,0,"",0,"",0,"",0
8-10016490,"",0,0,0,"",0,"",0,"",0
8-10016491,"",0,0,0,"",0,"",0,"",0
8-10016492,"",0,0,0,"",0,"",0,"",0
8-10016493,"",0,0,0,"",0,"",0,"",0
8-10016494,"",0,0,0,"",0,"",0,"",0
8-10016495,"",0,0,0,"",0,"",0,"",0
8-10016496,"",0,0,0,"",0,"",0,"",0
8-10016498,"",0,0,0,"",0,"",0,"",0
8-10016499,"",0,0,0,"",0,"",0,"",0
8-10016500,8-10001989,0,0,0,"",0,"",0,"",0
8-10016502,8-10001989,0,0,0,"",0,"",0,"",0
8-10016503,"",0,0,0,"",0,"",0,"",0
8-10016505,"",0,0,0,"",0,"",0,"",0
8-10016507,"",0,0,0,"",0,"",0,"",0
8-10016508,"",0,0,0,"",0,"",0,"",0
8-10016509,"",0,0,0,"",0,"",0,"",0
8-10016510,"",0,0,0,"",0,"",0,"",0
8-10016511,"",0,0,0,"",0,"",0,"",0
8-10016512,"",0,0,0,"",0,"",0,"",0
8-10016513,"",0,0,0,"",0,"",0,"",0
8-10016514,"",0,0,0,"",0,"",0,"",0
8-10016515,"",0,0,0,"",0,"",0,"",0
8-10016516,"",0,0,0,"",0,"",0,"",0
8-10016518,"",0,0,0,"",0,"",0,"",0
8-10016519,"",0,0,0,"",0,"",0,"",0
8-10016520,"",0,0,0,"",0,"",0,"",0
8-10016521,"",0,0,0,"",0,"",0,"",0
8-10016522,"",0,0,0,"",0,"",0,"",0
8-10016524,"",0,0,0,"",0,"",0,"",0
